COUNTRY.Name,INDICATOR.Name,FREQUENCY.Name,SCALE.Name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Advanced Economies,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,50301.221,51705.142,53985.044,56423.803,59275.959,58470.093,64602.468,71209.557,75010.011,78155.467
Advanced Economies,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,47558.775,48633.947,50567.752,52638.22,55079.351,54121.158,59750.501,65597.989,68728.352,71287.805
Advanced Economies,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,44.723,44.146,43.639,42.881,42.512,42.029,41.559,41.337,40.709,40.169
Advanced Economies,"Imports of goods, Volume, Percent change",Annual,Units,3.606,2.048,4.642,3.871,0.561,-5.955,11.235,4.893,-3.045,1.606
Advanced Economies,"Imports of goods and services, Volume, Percent change",Annual,Units,4.789,2.49,4.856,3.807,2.031,-8.351,10.07,7.189,-0.721,2.09
Advanced Economies,"Terms of Trade of goods and services, percent change",Annual,Units,1.835,1.075,-0.274,-0.27,0.174,0.969,0.969,-1.681,0.707,0.121
Advanced Economies,"Terms of Trade of goods, percent change",Annual,Units,1.962,1.304,-0.257,-0.42,0.079,1.241,0.947,-2.214,0.78,0.162
Advanced Economies,"Manufacturing, Exports, Price deflator, Index",Annual,Units,112.493,106.647,106.766,108.959,109.501,105.987,112.962,124.56,122.528,124.494
Advanced Economies,"Manufacturing, Exports, Price deflator, Percent change",Annual,Units,-2.995,-5.197,0.112,2.053,0.497,-3.209,6.581,10.267,-1.632,1.605
Advanced Economies,"Exports of goods, Volume, Percent change",Annual,Units,2.947,1.563,4.731,2.967,0.478,-6.622,9.982,3.517,-0.59,1.667
Advanced Economies,"Exports of goods and services, Volume, Percent change",Annual,Units,3.81,2.017,4.966,3.432,1.436,-8.939,9.67,5.656,0.964,2.452
G7,"Current account balance, US Dollar",Annual,Billions,-168.054,-60.277,18.942,-66.65,21.681,-292.537,-319.425,-891.814,-589.236,-575.439
G7,"Current account balance, Percent of GDP",Annual,Units,-0.481,-0.168,0.051,-0.17,0.054,-0.745,-0.736,-1.998,-1.245,-1.167
G7,"Financial account balance, US Dollar",Annual,Billions,-135.346,20.718,-15.377,43.276,-169.227,-459.665,-373.645,-734.509,-568.71,-504.937
G7,"Direct investment, Net, US Dollar",Annual,Billions,-52.724,-228.084,326.373,-112.865,136.019,113.572,390.758,304.568,541.23,286.757
G7,"Financial derivatives and employee stock options, Net, US Dollar",Annual,Billions,-93.059,17.804,76.587,-16.242,-5.83,112.084,20.891,-87.968,49.958,69.441
G7,"Other investment, Net, US Dollar",Annual,Billions,-199.102,-28,-315.118,-61.498,-173.486,-299.241,-1081.683,-287.823,-293.208,20.654
G7,"Portfolio investment, Net, US Dollar",Annual,Billions,163.868,244.675,-134.786,165.655,-161.237,-410.684,-15.357,-642.507,-881.12,-788.224
G7,"Change in reserve assets, Net, US Dollar",Annual,Billions,45.674,13.897,29.587,68.223,35.309,26.901,310.59,-23.515,14.431,-93.564
G7,"Imports of goods and services, US Dollar",Annual,Billions,7558.332,7447.047,8034.217,8757.272,8615.107,7673.368,9307.798,10773.242,10444.84,10622.71
G7,"Exports of goods and services, US Dollar",Annual,Billions,7259.939,7224.788,7776.964,8372.965,8262.337,7226.82,8679.403,9602.071,9740.564,9971.409
G7,"Revenue, General government, Percent of GDP",Annual,Units,36.285,35.982,35.786,35.806,35.553,36.064,36.946,37.148,34.991,35.329
G7,"Structural balance, General government, Percent",Annual,Units,-2.628,-2.993,-3.211,-3.322,-3.897,-8.069,-7.673,-5.305,-6.146,-6.013
G7,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-3.02,-3.326,-3.358,-3.367,-3.801,-11.602,-8.645,-3.908,-5.912,-6.183
G7,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-1.317,-1.577,-1.635,-1.576,-2.057,-10.016,-6.891,-1.63,-3.328,-3.282
G7,"Gross debt, General government, Percent of GDP",Annual,Units,116.016,119.119,116.985,116.835,117.767,139.27,132.166,125.342,123.386,124.317
G7,"Net debt, General government, Percent of GDP",Annual,Units,85.834,87.641,85.146,85.266,85.946,99.335,96.814,92.286,93.817,95.778
G7,"Expenditure, General government, Percent of GDP",Annual,Units,39.305,39.308,39.144,39.172,39.355,47.667,45.591,41.056,40.903,41.512
G7,"Employed persons, Number",Annual,Units,104.965,106.537,107.791,109.313,110.456,106.752,108.736,111.52,112.987,113.338
G7,Unemployment rate,Annual,Units,5.796,5.446,4.978,4.535,4.273,6.486,5.214,4.073,4.059,4.301
G7,"Output Gap, Percent",Annual,Units,-0.974,-0.973,-0.281,0.302,0.476,-3.225,-0.334,0.436,0.373,0.288
G7,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,34937.26,35928.783,37194.333,39234.801,39955.338,39251.359,43372.877,44635.745,47346.463,49300.856
G7,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,56760.111,57361.258,58478.081,59474.968,60312.71,57500.058,60733.158,62111.49,62982.899,63818.159
G7,"Gross domestic product (GDP), Deflator, Index",Annual,Units,114.838,115.961,117.553,119.585,121.403,123.528,127.398,134.498,140.34,143.788
G7,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,2.177,1.583,2.357,2.091,1.748,-4.216,5.787,2.614,1.857,1.734
G7,"Gross national savings, Percent of GDP",Annual,Units,21.053,20.729,21.293,21.487,21.8,20.697,21.25,20.981,20.319,20.307
G7,"Gross capital formation, Percent of GDP",Annual,Units,21.31,21.058,21.453,21.822,21.902,21.645,22.017,22.83,22.103,21.859
G7,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,0.492,1.588,1.796,1.75,1.607,0.67,5.564,7.342,3.123,2.13
G7,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,0.31,0.784,1.759,2.089,1.481,0.792,3.334,7.331,4.696,2.62
G7,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,37119.616,38064.701,39659.03,41373.113,43337.339,42644.368,46841.151,51486.949,54323.327,56578.926
G7,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,49166.783,50160.183,52051.217,54107.157,56493.088,55363.026,60733.158,66539.664,69901.304,72520.464
G7,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,33.003,32.5,32.058,31.443,31.081,30.653,30.133,29.888,29.482,29.079
G7,"Imports of goods, Volume, Percent change",Annual,Units,4.347,1.787,4.323,4.143,1.244,-7.33,10.59,6.575,-2.564,1.158
G7,"Imports of goods and services, Volume, Percent change",Annual,Units,4.352,2.128,4.445,3.9,1.612,-10.088,10.579,9.01,-0.864,1.586
G7,"Terms of Trade of goods and services, percent change",Annual,Units,2.258,1.72,-0.617,-0.213,0.7,1.326,0.554,-2.44,1.942,0.717
G7,"Terms of Trade of goods, percent change",Annual,Units,1.842,2.066,-0.649,-0.153,0.544,1.809,0.673,-2.797,1.843,0.265
G7,"Exports of goods, Volume, Percent change",Annual,Units,2.453,1.124,4.79,2.965,0.596,-10.683,8.585,4.648,0.748,0.88
G7,"Exports of goods and services, Volume, Percent change",Annual,Units,2.855,1.504,4.82,3.013,1.131,-12.341,8.297,6.785,1.703,1.28
Euro Area (EA),"Current account balance, US Dollar",Annual,Billions,309.285,360.241,400.292,389.112,321.516,219.484,367.721,-45.044,248.465,418.763
Euro Area (EA),"Current account balance, Percent of GDP",Annual,Units,2.617,2.975,3.121,2.807,2.369,1.659,2.47,-0.313,1.584,2.558
Euro Area (EA),"Financial account balance, US Dollar",Annual,Billions,330.858,316.772,373.719,353.017,266.927,219.538,437.744,54.946,351.393,
Euro Area (EA),"Direct investment, Net, US Dollar",Annual,Billions,218.29,124.297,35.526,104.707,118.593,-198.211,498.274,305.472,6.573,
Euro Area (EA),"Financial derivatives and employee stock options, Net, US Dollar",Annual,Billions,130.729,21.711,10.437,46.835,6.991,20.842,66.649,70.266,18.826,
Euro Area (EA),"Other investment, Net, US Dollar",Annual,Billions,-167.272,-376.907,-73.504,-102.059,230.218,-225.95,-567.715,-76.604,439.922,
Euro Area (EA),"Portfolio investment, Net, US Dollar",Annual,Billions,137.488,530.401,402.435,273.726,-95.564,607.855,286.235,-263.027,-100.466,
Euro Area (EA),"Change in reserve assets, Net, US Dollar",Annual,Billions,11.621,17.273,-1.174,29.807,6.691,15.003,154.296,18.839,-13.466,
Euro Area (EA),"Imports of goods and services, US Dollar",Annual,Billions,2783.12,2786.54,3065.336,3391.536,3430.538,3131.329,3781.448,4428.459,4190.617,
Euro Area (EA),"Exports of goods and services, US Dollar",Annual,Billions,3225.962,3234.574,3559.137,3870.474,3825.244,3491.122,4224.327,4498.096,4589.863,
Euro Area (EA),"Revenue, General government, Percent of GDP",Annual,Units,46.684,46.496,46.45,46.647,46.518,46.662,47.068,46.779,46.219,46.381
Euro Area (EA),"Structural balance, General government, Percent",Annual,Units,-0.487,-0.483,-0.532,-0.233,-0.377,-3.912,-3.895,-3.412,-3.473,-2.925
Euro Area (EA),"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-1.975,-1.485,-1.01,-0.453,-0.554,-7.02,-5.124,-3.488,-3.591,-3.1
Euro Area (EA),"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,0.089,0.423,0.758,1.21,0.915,-5.662,-3.803,-1.952,-2.127,-1.451
Euro Area (EA),"Gross debt, General government, Percent of GDP",Annual,Units,90.878,89.78,87.493,85.566,83.595,96.587,93.985,89.862,87.817,88.118
Euro Area (EA),"Net debt, General government, Percent of GDP",Annual,Units,75.047,74.221,71.967,70.28,68.603,78.583,76.678,74.323,73.268,73.946
Euro Area (EA),"Expenditure, General government, Percent of GDP",Annual,Units,48.658,47.981,47.46,47.1,47.072,53.682,52.192,50.267,49.81,49.48
Euro Area (EA),"Employed persons, Number",Annual,Units,102.171,103.908,105.466,106.91,108.269,106.712,108.238,111.263,112.974,113.782
Euro Area (EA),Unemployment rate,Annual,Units,10.967,10.108,9.125,8.225,7.583,7.967,7.758,6.758,6.567,6.504
Euro Area (EA),"Output Gap, Percent",Annual,Units,-2.459,-1.773,-0.639,-0.225,0.001,-4.707,-1.675,0.489,-0.073,-0.392
Euro Area (EA),"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,11817.521,12108.592,12825.308,13861.869,13572.908,13229.445,14885.777,14387.732,15682.849,16370.212
Euro Area (EA),"Gross domestic product (GDP), Deflator, Index",Annual,Units,100,100.888,102.045,103.604,105.353,107.266,109.579,115.125,121.797,125.152
Euro Area (EA),"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,2.085,1.839,2.614,1.753,1.613,-6.088,6.214,3.316,0.391,0.831
Euro Area (EA),"Gross national savings, Percent of GDP",Annual,Units,23.53,24.001,24.43,24.943,25.482,24.48,26.531,25.411,25.525,24.991
Euro Area (EA),"Gross capital formation, Percent of GDP",Annual,Units,20.092,20.332,20.895,21.482,22.326,21.946,22.686,23.466,21.875,20.587
Euro Area (EA),"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,0.251,1.1,1.345,1.522,1.326,-0.266,4.964,9.196,2.929,2.033
Euro Area (EA),"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,0.193,0.235,1.538,1.755,1.196,0.252,2.588,8.384,5.422,2.353
Euro Area (EA),"Imports of goods, Volume, Percent change",Annual,Units,5.385,3.69,4.771,4.075,2.061,-7.025,10.479,5.571,-2.512,-0.741
Euro Area (EA),"Imports of goods and services, Volume, Percent change",Annual,Units,7.556,3.889,5.043,3.803,4.534,-8.431,8.91,8.009,-0.733,0.172
Euro Area (EA),"Terms of Trade of goods and services, percent change",Annual,Units,2.307,1.199,-1.2,-0.539,0.566,1.599,-1.793,-3.919,3.2,0.679
Euro Area (EA),"Terms of Trade of goods, percent change",Annual,Units,3.48,1.513,-1.689,-0.873,0.939,2.192,-3.089,-5.503,4.612,0.284
Euro Area (EA),"Exports of goods, Volume, Percent change",Annual,Units,5.49,2.3,4.881,2.86,1.5,-7.473,11.078,4.195,-1.27,0.641
Euro Area (EA),"Exports of goods and services, Volume, Percent change",Annual,Units,6.388,2.756,5.583,3.286,2.826,-9.178,11.221,6.951,-0.233,1.578
Emerging Market and Developing Economies (EMDE),"Current account balance, US Dollar",Annual,Billions,-87.192,-110.276,-24.495,-52.424,0.055,146.625,385.421,706.316,278.836,173.441
Emerging Market and Developing Economies (EMDE),"Current account balance, Percent of GDP",Annual,Units,-0.294,-0.372,-0.075,-0.151,,0.431,0.967,1.658,0.64,0.382
Emerging Market and Developing Economies (EMDE),"Financial account balance, US Dollar",Annual,Billions,-310.914,-395.951,-276.3,-264.054,-149.163,42.361,212.043,551.143,175.567,183.494
Emerging Market and Developing Economies (EMDE),"Direct investment, Net, US Dollar",Annual,Billions,-340.634,-271.419,-306.458,-375.925,-355.491,-319.833,-483.593,-250.48,-155.932,-185.722
Emerging Market and Developing Economies (EMDE),"Other investment, Net, US Dollar",Annual,Billions,470.514,405.081,57.201,96.801,108.056,265.596,74.728,168.195,-30.563,-108.788
Emerging Market and Developing Economies (EMDE),"Portfolio investment, Net, US Dollar",Annual,Billions,122.821,-50.192,-210.312,-105.787,-74.317,-13.853,115.21,502.846,150.343,-30.304
Emerging Market and Developing Economies (EMDE),"Change in reserve assets, Net, US Dollar",Annual,Billions,-583.523,-481.055,186.366,122.978,167.347,83.896,513.567,120.043,196.972,486.683
Emerging Market and Developing Economies (EMDE),"Imports of goods and services, US Dollar",Annual,Billions,7529.132,7240.913,8142.414,9032.829,8895.268,7902.058,10095.811,11426.699,11304.342,11954.795
Emerging Market and Developing Economies (EMDE),"Exports of goods and services, US Dollar",Annual,Billions,7642.857,7331.43,8290.401,9223.423,9087.221,8219.539,10715.165,12375.517,11829.417,12392.604
Emerging Market and Developing Economies (EMDE),"External debt, US Dollar",Annual,Billions,8350.842,8668.641,9639.285,10081.397,10591.517,11318.608,12078.535,11787.637,12107.883,12714.559
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, US Dollar",Annual,Billions,3489.691,2987.585,2982.55,3479.322,3716.15,3718.549,3905.217,4187.333,4217.972,4340.48
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, interest, US Dollar",Annual,Billions,286.914,291.956,311.989,370.645,394.929,372.408,375.134,429.049,519.954,532.173
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, interest, Percent of exports of goods and services",Annual,Units,3.817,4.041,3.821,4.083,4.407,4.578,3.543,3.516,4.454,4.348
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, interest, Percent of GDP",Annual,Units,0.969,0.985,0.961,1.07,1.116,1.096,0.941,1.007,1.194,1.173
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, amortization, US Dollar",Annual,Billions,3208.348,2700.94,2674.204,3112.004,3324.286,3349.153,3531.557,3759.751,3700.356,3811.107
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, amortization, Percent of exports of goods and services",Annual,Units,42.465,37.229,32.606,34.148,37.012,41.127,33.32,30.773,31.658,31.091
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, amortization, Percent of GDP",Annual,Units,10.832,9.111,8.237,8.985,9.398,9.853,8.859,8.825,8.496,8.398
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, Percent of exports of goods and services",Annual,Units,46.431,41.348,36.525,38.328,41.474,45.714,36.883,34.322,36.136,35.463
Emerging Market and Developing Economies (EMDE),"External debt: total debt service, Percent of GDP",Annual,Units,12.823,10.561,9.192,10.688,10.981,11.047,10.269,10.493,10.316,9.885
Emerging Market and Developing Economies (EMDE),"External debt, Percent of exports of goods and services",Annual,Units,109.404,118.36,116.389,109.421,116.696,137.878,112.887,95.397,102.491,102.724
Emerging Market and Developing Economies (EMDE),"External debt, Percent of GDP",Annual,Units,30.627,29.994,29.787,30.644,30.71,33.35,31.439,29.051,29.569,28.977
Emerging Market and Developing Economies (EMDE),"Revenue, General government, Percent of GDP",Annual,Units,26.662,26.276,26.571,27.096,26.574,24.731,25.836,26.086,26.17,26.389
Emerging Market and Developing Economies (EMDE),"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-4.027,-4.356,-3.781,-3.468,-4.389,-8.498,-5.008,-4.887,-5.299,-5.6
Emerging Market and Developing Economies (EMDE),"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-2.349,-2.72,-2.031,-1.685,-2.625,-6.71,-3.229,-3.064,-3.248,-3.384
Emerging Market and Developing Economies (EMDE),"Gross debt, General government, Percent of GDP",Annual,Units,43.626,49.026,51.193,52.481,54.9,64.541,63.863,64.116,68.507,69.94
Emerging Market and Developing Economies (EMDE),"Expenditure, General government, Percent of GDP",Annual,Units,30.689,30.632,30.352,30.564,30.962,33.229,30.844,30.972,31.469,31.989
Emerging Market and Developing Economies (EMDE),"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,29619.727,29644.951,32464.444,34634.119,35372.918,33991.924,39864.674,42603.07,43555.634,45383.206
Emerging Market and Developing Economies (EMDE),"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,11818.348,12145.05,12543.202,12963.503,13272.978,12861.605,13619.964,14017.479,14485.326,15014.714
Emerging Market and Developing Economies (EMDE),"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,4.267,4.385,4.808,4.652,3.688,-1.755,7.003,3.996,4.418,4.21
Emerging Market and Developing Economies (EMDE),"Gross national savings, Percent of GDP",Annual,Units,31.701,31.257,31.735,32.453,32.132,32.836,34.293,34.513,32.54,32.29
Emerging Market and Developing Economies (EMDE),"Gross capital formation, Percent of GDP",Annual,Units,31.996,31.575,31.863,32.701,32.235,32.448,33.457,33.051,32.016,32.012
Emerging Market and Developing Economies (EMDE),"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,4.754,4.123,4.617,5.059,5.593,4.688,6.996,9.914,8.121,6.999
Emerging Market and Developing Economies (EMDE),"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,4.738,4.274,4.444,4.906,5.094,5.18,5.794,9.585,8.091,7.927
Emerging Market and Developing Economies (EMDE),"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,62172.498,65417.686,69723.877,75159.117,80158.259,80649.877,90845.609,101057.549,109247.516,116413.061
Emerging Market and Developing Economies (EMDE),"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,10000.875,10382.081,10920.573,11634.11,12263.461,12207.968,13619.964,15016.841,16076.478,17062.135
Emerging Market and Developing Economies (EMDE),"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,55.277,55.854,56.361,57.119,57.488,57.971,58.441,58.663,59.291,59.831
Emerging Market and Developing Economies (EMDE),"Imports of goods, Volume, Percent change",Annual,Units,-0.364,1.95,7.44,5.02,-0.057,-5.555,11.943,2.331,1.432,3.617
Emerging Market and Developing Economies (EMDE),"Imports of goods and services, Volume, Percent change",Annual,Units,-0.892,1.406,7.139,5.064,-0.474,-9.492,12.028,4.197,3.029,4.561
Emerging Market and Developing Economies (EMDE),"Terms of Trade of goods and services, percent change",Annual,Units,-4.03,-1.538,1.417,1.103,-1.387,-0.74,0.92,1.499,-0.831,-0.748
Emerging Market and Developing Economies (EMDE),"Terms of Trade of goods, percent change",Annual,Units,-4.281,-1.555,1.374,1.088,-0.331,-2.651,0.835,2.444,-1.877,-1.309
Emerging Market and Developing Economies (EMDE),"Exports of goods, Volume, Percent change",Annual,Units,1.472,2.587,6.585,3.834,-0.531,-1.442,12.184,0.905,-0.08,4.447
Emerging Market and Developing Economies (EMDE),"Exports of goods and services, Volume, Percent change",Annual,Units,1.981,2.769,6.288,4.154,0.915,-6.889,13.061,4.565,0.646,4.55
Latin America and the Caribbean (LAC),"Current account balance, US Dollar",Annual,Billions,-181.083,-108.507,-98.187,-145.006,-107.943,-9.296,-91.941,-125.958,-69.451,-60.602
Latin America and the Caribbean (LAC),"Current account balance, Percent of GDP",Annual,Units,-3.529,-2.196,-1.787,-2.706,-2.059,-0.211,-1.795,-2.15,-1.058,-0.901
Latin America and the Caribbean (LAC),"Financial account balance, US Dollar",Annual,Billions,-198.57,-112.975,-110.828,-165.983,-124.445,-9.226,-106.294,-147.631,-86.467,-70.679
Latin America and the Caribbean (LAC),"Direct investment, Net, US Dollar",Annual,Billions,-133.216,-124.449,-120.625,-148.018,-113.955,-92.861,-101.064,-121.149,-140.491,-104.141
Latin America and the Caribbean (LAC),"Financial derivatives and employee stock options, Net, US Dollar",Annual,Billions,1.439,-2.914,3.944,4.024,4.89,5.717,2.016,2.085,-6.522,0.073
Latin America and the Caribbean (LAC),"Other investment, Net, US Dollar",Annual,Billions,16.05,46.479,34.138,-16.654,19.797,70.666,-41.055,-23.011,13.728,-4.524
Latin America and the Caribbean (LAC),"Portfolio investment, Net, US Dollar",Annual,Billions,-53.87,-53.19,-45.711,-16.492,-2.402,-8.864,-16.446,11.925,24.988,-0.46
Latin America and the Caribbean (LAC),"Change in reserve assets, Net, US Dollar",Annual,Billions,-29.009,21.034,17.302,11.072,-32.636,16.172,50.332,-17.491,21.803,38.42
Latin America and the Caribbean (LAC),"Imports of goods and services, US Dollar",Annual,Billions,1213.271,1114.042,1213.675,1333.197,1291.171,1060.854,1431.333,1748.315,1676.319,1702.385
Latin America and the Caribbean (LAC),"Exports of goods and services, US Dollar",Annual,Billions,1090.906,1062.825,1184.29,1278.813,1257.987,1083.995,1388.745,1661.9,1666.365,1714.768
Latin America and the Caribbean (LAC),"External debt, US Dollar",Annual,Billions,2076.062,2162.327,2265.049,2347.688,2428.425,2463.83,2542.321,2573.67,2671.612,2761.281
Latin America and the Caribbean (LAC),"External debt: total debt service, US Dollar",Annual,Billions,560.464,553.006,550.209,561.793,622.854,622.974,582.778,595.605,641.74,648.429
Latin America and the Caribbean (LAC),"External debt: total debt service, interest, US Dollar",Annual,Billions,68.642,72.375,82.219,92.994,99.753,86.825,77.321,87.238,115.365,116.491
Latin America and the Caribbean (LAC),"External debt: total debt service, interest, Percent of exports of goods and services",Annual,Units,6.536,7.015,7.168,7.489,8.075,8.078,5.62,5.314,7.005,6.883
Latin America and the Caribbean (LAC),"External debt: total debt service, interest, Percent of GDP",Annual,Units,1.338,1.465,1.496,1.735,1.903,1.974,1.51,1.489,1.757,1.731
Latin America and the Caribbean (LAC),"External debt: total debt service, amortization, US Dollar",Annual,Billions,497.354,485.902,471.587,472.088,526.136,539.132,506.932,509.834,528.714,534.738
Latin America and the Caribbean (LAC),"External debt: total debt service, amortization, Percent of exports of goods and services",Annual,Units,45.716,45.819,39.898,36.99,41.904,49.795,36.557,30.73,31.789,31.248
Latin America and the Caribbean (LAC),"External debt: total debt service, amortization, Percent of GDP",Annual,Units,9.691,9.834,8.581,8.81,10.037,12.256,9.899,8.704,8.054,7.947
Latin America and the Caribbean (LAC),"External debt: total debt service, Percent of exports of goods and services",Annual,Units,53.398,53.596,47.97,45.241,50.419,57.957,42.36,36.284,38.969,38.314
Latin America and the Caribbean (LAC),"External debt: total debt service, Percent of GDP",Annual,Units,12.845,11.585,10.555,11.748,12.677,14.425,12.015,11,12.124,10.369
Latin America and the Caribbean (LAC),"External debt, Percent of exports of goods and services",Annual,Units,190.306,203.451,191.258,183.583,193.041,227.292,183.066,154.863,160.326,161.029
Latin America and the Caribbean (LAC),"External debt, Percent of GDP",Annual,Units,45.585,44.015,42.468,47.257,47.981,55.921,51.559,45.786,46.76,43.22
Latin America and the Caribbean (LAC),"Revenue, General government, Percent of GDP",Annual,Units,29.299,29.447,29.116,29.011,29.32,27.342,28.808,30.186,29.376,29.517
Latin America and the Caribbean (LAC),"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-5.89,-5.326,-5.103,-4.957,-3.704,-8.111,-3.857,-3.581,-5.09,-4.815
Latin America and the Caribbean (LAC),"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-1.712,-1.848,-1.243,-1.104,-0.217,-4.922,-0.632,0.287,-0.756,-0.382
Latin America and the Caribbean (LAC),"Gross debt, General government, Percent of GDP",Annual,Units,56.643,60.292,62.577,66.33,67.285,76.182,70.475,67.967,73.942,69.391
Latin America and the Caribbean (LAC),"Expenditure, General government, Percent of GDP",Annual,Units,35.188,34.773,34.218,33.968,33.024,35.453,32.665,33.766,34.465,34.332
Latin America and the Caribbean (LAC),"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,5132.02,4940.908,5495.926,5358.782,5241.734,4399.085,5121.194,5857.377,6564.443,6728.466
Latin America and the Caribbean (LAC),"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,18749.302,18372.348,18435.689,18472.328,18297.87,16845.843,17951.788,18575.994,18849.948,19082.384
Latin America and the Caribbean (LAC),"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,0.361,-0.763,1.387,1.134,0.162,-6.85,7.402,4.183,2.229,2.057
Latin America and the Caribbean (LAC),"Gross national savings, Percent of GDP",Annual,Units,17.031,17.174,17.018,16.391,16.741,17.845,18.608,18.104,18.559,18.715
Latin America and the Caribbean (LAC),"Gross capital formation, Percent of GDP",Annual,Units,20.541,19.315,18.793,19.108,18.812,18.056,20.471,20.376,19.663,19.649
Latin America and the Caribbean (LAC),"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,5.939,4.507,6.208,7.708,7.725,6.413,11.695,14.855,17.208,13.161
Latin America and the Caribbean (LAC),"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,5.318,5.433,6.287,6.658,7.641,6.467,9.923,14.22,14.778,16.752
Latin America and the Caribbean (LAC),"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,9529.655,9524.78,9815.388,10243.59,10488.189,10101.64,11417.902,12733.742,13478.775,14071.686
Latin America and the Caribbean (LAC),"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,15773.39,15613.57,15944.706,16514.673,16761.279,15992.333,17951.788,19900.35,20920.535,21684.477
Latin America and the Caribbean (LAC),"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,8.473,8.132,7.934,7.785,7.522,7.261,7.345,7.392,7.315,7.232
Latin America and the Caribbean (LAC),"Imports of goods, Volume, Percent change",Annual,Units,-1.867,-3.454,5.576,5.717,-1.279,-10.215,18.906,5.386,0.04,0.49
Latin America and the Caribbean (LAC),"Imports of goods and services, Volume, Percent change",Annual,Units,-1.691,-2.912,5.089,4.246,-1.339,-12.148,18.19,6.976,1.001,0.644
Latin America and the Caribbean (LAC),"Terms of Trade of goods and services, percent change",Annual,Units,-7.614,0.397,3.801,-1.061,-0.48,2.302,4.22,-3.119,6.701,-0.404
Latin America and the Caribbean (LAC),"Terms of Trade of goods, percent change",Annual,Units,-8.71,0.936,4.497,-0.691,-0.652,2.287,4.823,-3.41,6.887,-1.689
Latin America and the Caribbean (LAC),"Exports of goods, Volume, Percent change",Annual,Units,3.099,1.52,3.638,3.915,0.209,-5.704,6.704,6.138,-1.769,3.325
Latin America and the Caribbean (LAC),"Exports of goods and services, Volume, Percent change",Annual,Units,3.76,2.333,3.475,3.628,0.615,-9.632,7.935,7.995,-0.524,2.575
Middle East and Central Asia,"Current account balance, US Dollar",Annual,Billions,-145.675,-152.082,-37.664,112.643,15.462,-122.828,136.018,409.096,176.749,87.066
